Year,Month,State,Deforestation_ha,CO2_Emissions,Total_Precipitation,Atmospheric_Pressure_Station,Global_Radiation,Air_Temperature,Max_Air_Temperature,Min_Air_Temperature,Relative_Humidity,Max_Relative_Humidity,Min_Relative_Humidity,Hourly_Wind_Speed,Max_Wind_Gust
2022,9,PB,467.25,202068.3,49.3,1010.0,46.1,25.62,23.0,20.1,25.13,23.7,11.7,4.88,3.1
2022,10,PB,249.2,107769.76,31.0,1008.64,46.1,26.85,24.8,22.0,26.37,25.3,15.8,5.14,2.4
2022,11,PB,93.45,40413.66,44.7,1007.17,46.1,26.97,24.1,23.4,26.5,25.4,18.8,4.66,2.8
2022,12,PB,62.3,26942.44,46.4,1006.95,46.1,27.54,24.4,23.2,27.05,24.9,18.7,4.89,3.0
2023,1,PB,52.42,21672.94,74.8,1007.54,46.1,27.47,25.0,22.4,26.96,25.2,18.2,4.36,2.3
2023,2,PB,52.42,21672.94,76.1,1007.18,46.1,27.98,25.5,22.8,27.5,26.1,16.1,4.44,2.6
2023,3,PB,52.42,21672.94,217.7,1007.17,46.1,27.43,25.3,22.5,26.95,25.8,18.4,3.99,2.5
2023,4,PB,78.63,32509.41,198.1,1006.44,46.1,27.26,25.6,23.2,26.79,26.0,19.3,3.68,2.4
2023,5,PB,209.68,86691.76,246.8,1008.24,46.1,27.02,25.4,23.1,26.55,26.3,19.9,4.03,2.5
2023,6,PB,393.15,162547.05,634.0,1010.05,46.1,25.49,26.1,21.6,25.03,26.1,18.0,4.32,2.9
2023,7,PB,524.2,216729.4,216.8,1011.22,46.1,25.3,24.2,20.9,24.85,24.9,16.9,4.79,3.0
2023,8,PB,524.2,216729.4,126.6,1010.34,46.1,25.5,25.1,20.9,25.02,25.6,17.1,4.48,2.7
2023,9,PB,393.15,162547.05,139.7,1009.95,46.1,25.98,25.0,21.8,25.48,25.3,17.6,4.84,2.3
2023,10,PB,209.68,86691.76,11.3,1008.58,46.1,27.05,24.3,21.4,26.55,24.4,14.7,4.91,2.6
2023,11,PB,78.63,32509.41,31.8,1007.77,46.1,27.67,24.7,23.8,27.16,25.9,15.0,4.9,2.9
2023,12,PB,52.42,21672.94,84.2,1007.22,46.1,27.7,25.8,23.5,27.22,26.3,17.1,4.45,2.7
2013,12,AP,289.26,193091.98,49.8,1007.56,1347.2,28.09,24.5,22.3,27.63,25.2,18.3,6.04,5.9
2014,1,AP,320.86,220269.24,195.8,1009.45,763.22,26.17,24.6,21.5,25.73,25.5,16.9,5.11,5.3
2014,2,AP,320.86,220269.24,466.2,1008.69,595.33,25.54,24.8,22.8,25.17,25.0,18.3,4.73,5.0
2014,3,AP,320.86,220269.24,360.8,1009.48,605.85,25.75,25.1,22.9,25.35,25.4,20.4,4.85,6.5
2014,4,AP,481.29,330403.86,312.8,1009.8,693.17,26.26,25.0,22.7,25.86,25.4,20.3,4.76,6.1
2014,5,AP,1283.44,881076.96,383.2,1009.92,657.95,26.18,25.2,23.0,25.8,25.7,18.8,4.14,4.1
2014,6,AP,2406.45,1652019.3,382.0,1010.4,783.08,26.8,24.8,23.6,26.31,25.5,19.8,4.66,5.2
2014,7,AP,3208.6,2202692.4,151.2,1012.22,892.63,27.16,24.8,23.2,26.67,25.1,16.5,5.06,6.0
2014,8,AP,3208.6,2202692.4,15.2,1011.1,994.49,27.95,24.9,22.6,27.44,25.1,17.7,5.79,7.4
2014,9,AP,2406.45,1652019.3,41.2,1010.46,1059.59,28.12,23.9,22.9,27.64,24.3,16.7,6.39,5.9
2014,10,AP,1283.44,881076.96,38.8,1009.33,1068.15,28.44,24.3,23.7,27.93,24.7,17.0,6.48,6.0
2014,11,AP,481.29,330403.86,54.2,1008.44,1026.19,28.29,24.5,21.9,27.82,25.0,17.0,6.41,5.5
2014,12,AP,320.86,220269.24,21.0,1008.88,920.84,27.92,24.8,23.6,27.45,25.0,17.6,6.21,6.4
2015,1,AP,284.02,198689.52,138.6,1009.93,886.38,27.13,25.0,22.6,26.68,25.4,18.5,5.77,5.7
2015,2,AP,284.02,198689.52,281.9,1009.86,809.45,26.31,24.7,22.0,25.84,25.3,18.1,5.25,6.1
2015,3,AP,284.02,198689.52,37.7,1010.18,1568.07,27.74,25.4,23.5,27.16,25.9,20.0,21.13,3.1
2015,4,AP,426.03,298034.28,0.0,1010.58,862.47,31.3,23.1,31.2,30.22,24.1,22.54,17.88,2.45
2015,5,AP,1136.08,794758.08,0.0,1010.21,1645.56,31.1,22.95,31.2,30.26,23.98,22.38,14.63,2.94
2015,6,AP,2130.15,1490171.4,489.62,1011.24,2545.85,30.81,23.9,29.5,29.88,24.7,20.4,11.38,3.41
2015,7,AP,2840.2,1986895.2,10203.58,1012.99,1795.01,30.88,23.43,30.85,29.79,23.49,20.2,8.13,3.9
2015,8,AP,2840.2,1986895.2,42.0,1010.45,1107.85,28.41,25.0,23.2,27.9,25.6,16.9,6.02,5.9
2015,9,AP,2130.15,1490171.4,0.0,1010.18,1056.52,28.52,24.6,22.9,28.04,24.9,17.3,6.48,5.1
2015,10,AP,1136.08,794758.08,2.0,1009.7,1057.93,28.66,24.2,23.6,28.17,24.6,13.4,6.82,5.8
2015,11,AP,426.03,298034.28,0.0,1008.42,1020.19,28.76,24.8,23.3,28.28,24.9,17.1,6.75,5.6
2015,12,AP,284.02,198689.52,17.6,1009.71,882.91,28.27,24.3,23.1,27.78,25.0,18.8,6.88,6.4
2016,1,AP,768.5,531034.94,135.8,1009.87,672.81,27.04,24.7,22.8,26.57,25.8,18.8,5.72,6.4
2016,2,AP,768.5,531034.94,322.2,1009.53,729.02,26.7,25.2,23.0,26.26,25.9,20.5,5.6,5.4
2016,3,AP,768.5,531034.94,464.4,1010.36,652.87,26.63,26.2,23.0,26.24,26.3,21.2,4.79,5.8
2016,4,AP,1152.75,796552.41,81.2,1010.68,1313.13,27.6,25.7,23.9,26.36,26.5,21.6,5.08,5.3
2016,5,AP,3074.0,2124139.76,0.0,1013.25,1629.01,28.79,24.3,27.7,27.5,24.61,21.85,5.07,2.23
2016,6,AP,5763.75,3982762.05,62.4,1013.0,1125.81,28.07,24.8,22.2,27.5,26.3,18.6,4.83,5.4
2016,7,AP,7685.0,5310349.4,18.0,1011.26,908.99,27.42,25.0,23.0,26.92,25.4,16.7,5.96,6.3
2016,8,AP,7685.0,5310349.4,38.8,1010.92,1003.23,28.22,24.8,23.1,27.72,25.2,14.9,5.66,7.3
2016,9,AP,5763.75,3982762.05,50.2,1010.61,1031.85,28.29,24.6,23.3,27.82,25.0,15.5,6.03,5.5
2016,10,AP,3074.0,2124139.76,0.0,1007.43,1121.67,29.07,23.6,23.8,28.18,24.2,18.3,6.78,5.1
2016,11,AP,1152.75,796552.41,0.0,1007.86,986.64,28.72,24.1,23.9,28.26,24.4,16.4,6.71,5.6
2016,12,AP,768.5,531034.94,261.8,1008.48,827.28,27.38,25.1,23.0,26.9,25.7,18.1,5.77,5.4
2017,1,AP,762.82,515117.0,173.4,1009.41,648.26,26.05,25.2,22.1,25.67,25.5,18.5,4.55,5.4
2017,2,AP,762.82,515117.0,447.0,1009.47,598.51,25.58,24.6,22.1,25.21,25.7,20.8,4.5,5.9
2017,3,AP,762.82,515117.0,497.4,1009.62,598.54,25.67,24.9,22.7,25.32,25.4,19.6,4.11,4.5
2017,4,AP,1144.23,772675.5,298.6,1009.56,702.41,26.47,25.5,23.5,26.08,25.9,20.1,4.39,4.5
2017,5,AP,3051.28,2060468.0,207.0,1009.97,800.76,27.12,25.3,23.3,26.67,25.8,19.1,4.47,6.3
2017,6,AP,5721.15,3863377.5,109.26,1010.32,926.61,27.43,25.6,23.2,27.02,25.9,19.7,4.71,6.2
2017,7,AP,7628.2,5151170.0,245.37,1010.16,2225.98,30.33,22.72,31.0,30.06,23.76,21.46,6.1,2.62
2017,8,AP,7628.2,5151170.0,444.28,1010.31,1888.07,30.59,24.1,24.1,30.09,24.7,19.3,6.53,7.2
2017,9,AP,5721.15,3863377.5,34.4,1010.16,1020.44,28.54,25.2,23.9,28.03,25.6,18.8,6.64,6.6
2017,10,AP,3051.28,2060468.0,2.6,1008.78,1062.8,28.64,24.6,24.1,28.17,24.8,18.5,6.75,6.5
2017,11,AP,1144.23,772675.5,0.4,1007.86,1021.68,28.57,24.3,23.6,28.08,24.9,17.1,6.36,5.6
2017,12,AP,762.82,515117.0,133.2,1008.44,808.2,27.22,24.8,22.4,26.78,26.1,19.4,5.55,6.6
2018,1,AP,262.52,180942.3,242.0,1009.09,804.61,26.43,24.6,21.8,26.0,25.3,19.0,5.15,6.9
2018,2,AP,262.52,180942.3,227.4,1009.38,626.27,25.57,24.9,22.5,25.19,25.0,18.8,4.51,5.5
2018,3,AP,262.52,180942.3,272.8,1009.24,684.11,26.28,25.4,22.5,25.87,25.6,19.7,4.89,5.9
2018,4,AP,393.78,271413.45,626.6,1010.26,710.64,25.81,24.8,22.6,25.39,25.2,19.9,4.24,6.0
2018,5,AP,1050.08,723769.2,507.2,1010.71,702.48,26.2,25.2,23.3,25.8,25.7,20.2,4.25,6.3
2018,6,AP,1968.9,1357067.25,235.0,1011.41,768.79,26.6,25.7,22.0,26.1,26.1,18.8,4.44,5.7
2018,7,AP,2625.2,1809423.0,111.4,1011.31,872.24,26.84,25.3,22.0,26.35,25.5,16.4,4.98,7.2
2018,8,AP,2625.2,1809423.0,69.4,1011.78,999.33,27.64,24.6,22.4,27.16,25.2,14.6,5.43,7.0
2018,9,AP,1968.9,1357067.25,194.4,1009.31,1048.85,28.25,24.4,23.8,27.77,25.4,17.6,6.27,5.8
2018,10,AP,1050.08,723769.2,0.0,1008.59,1675.26,30.17,24.3,24.2,29.72,24.9,18.2,7.22,4.9
2018,11,AP,393.78,271413.45,0.0,1007.83,2270.6,32.07,22.76,33.21,32.18,22.49,20.77,8.13,3.94
2018,12,AP,262.52,180942.3,0.0,1008.88,1493.91,30.88,23.15,32.79,31.86,22.65,21.08,8.32,3.98
2019,1,AP,193.96,126982.4,0.0,1009.27,1109.98,30.24,23.4,30.99,31.45,23.16,18.1,8.45,4.0
2019,2,AP,193.96,126982.4,321.4,1009.58,793.39,26.86,25.1,22.8,25.95,25.4,18.77,6.05,4.9
2019,3,AP,193.96,126982.4,220.8,1010.44,601.57,26.07,25.4,22.1,25.65,25.6,19.8,4.61,6.5
2019,4,AP,290.94,190473.6,371.6,1010.77,705.79,25.88,25.6,22.9,25.27,26.3,19.4,4.57,4.3
2019,5,AP,775.84,507929.6,480.8,1009.63,762.86,26.68,26.0,23.9,26.26,26.3,20.2,4.44,6.0
2019,6,AP,1454.7,952368.0,254.8,1011.21,808.32,26.96,26.3,23.1,26.5,26.8,19.5,4.41,6.5
2019,7,AP,1939.6,1269824.0,377.2,1011.29,879.23,27.14,25.1,22.4,26.62,25.6,19.1,4.69,5.4
2019,8,AP,1939.6,1269824.0,89.8,1011.87,999.09,28.1,25.3,22.8,27.58,25.7,18.6,5.83,4.4
2019,9,AP,1454.7,952368.0,2.8,1010.3,1084.18,28.67,24.7,23.9,28.18,25.1,14.6,7.22,5.4
2019,10,AP,775.84,507929.6,0.0,1008.8,1093.36,28.97,24.9,24.0,28.45,25.3,16.8,6.4,5.5
2019,11,AP,290.94,190473.6,26.6,1007.67,965.75,28.71,25.8,23.5,28.21,26.3,14.9,5.84,5.8
2019,12,AP,193.96,126982.4,186.2,1008.15,880.87,27.84,25.3,23.3,27.39,25.8,18.4,5.9,6.2
2020,1,AP,168.2,118868.72,262.3,1010.03,2.1,26.28,25.2,22.1,25.85,26.5,19.7,4.63,5.1
2020,2,AP,168.2,118868.72,216.8,1010.14,2.1,26.3,25.3,22.7,25.86,26.3,17.1,4.73,4.8
2020,3,AP,168.2,118868.72,251.8,1009.94,2.1,26.44,25.7,23.0,26.04,26.5,18.7,4.35,5.3
2020,4,AP,252.3,178303.08,501.6,1010.37,2.1,26.47,26.0,21.6,26.05,26.3,19.9,4.32,5.7
2020,5,AP,672.8,475474.88,361.2,1010.73,2.1,27.06,27.3,23.9,26.65,27.3,18.4,4.16,8.1
2020,6,AP,1261.5,891515.4,257.4,1010.63,2.1,26.99,26.0,22.8,26.52,26.7,20.6,4.22,4.7
2020,7,AP,1682.0,1188687.2,67.8,1010.23,2.1,27.52,25.2,23.3,27.02,26.3,16.4,4.27,6.0
2020,8,AP,1682.0,1188687.2,70.2,1010.05,2.1,28.39,25.3,23.1,27.88,25.6,17.2,5.24,7.5
2020,9,AP,1261.5,891515.4,57.8,1009.74,2.1,28.5,25.0,23.3,28.0,25.9,18.5,5.79,5.3
2020,10,AP,672.8,475474.88,0.2,1008.93,2.1,29.06,24.3,23.8,28.57,25.0,14.0,6.19,4.9
2020,11,AP,252.3,178303.08,395.6,1008.49,2.1,27.6,26.1,23.8,27.14,26.7,18.6,5.09,4.7
2020,12,AP,168.2,118868.72,102.3,1008.54,2.1,27.5,25.2,23.1,27.04,25.9,17.6,5.13,5.5
2021,1,AP,119.28,94354.48,184.3,1008.56,2.1,26.57,25.4,22.7,26.15,26.0,19.6,4.45,6.4
2021,2,AP,119.28,94354.48,341.4,1009.1,2.1,25.8,25.7,22.4,25.36,26.3,19.1,4.81,5.1
2021,3,AP,119.28,94354.48,473.7,1009.36,2.1,25.92,25.1,22.5,25.53,26.0,18.8,4.24,4.9
2021,4,AP,178.92,141531.72,251.1,1009.14,2.1,26.43,25.6,23.4,26.03,26.3,19.0,4.19,6.2
2021,5,AP,477.12,377417.92,427.6,1010.4,2.1,26.43,26.1,23.2,26.04,27.0,20.2,3.99,5.6
2021,6,AP,894.6,707658.6,56.8,1009.55,2.1,28.31,25.5,23.2,27.98,26.7,18.9,5.35,5.5
2021,7,AP,1192.8,943544.8,0.0,1009.89,2.1,29.97,23.31,29.78,29.12,23.83,22.12,6.1,1.96
2021,8,AP,1192.8,943544.8,0.0,1011.44,2.1,30.57,22.23,29.63,28.92,23.85,22.18,5.79,1.88
2021,9,AP,894.6,707658.6,0.0,1012.18,2.1,30.8,21.53,29.49,28.73,23.87,22.23,5.48,1.99
2021,10,AP,477.12,377417.92,0.0,1011.9,2.1,30.57,21.99,29.34,28.54,23.89,22.28,5.18,2.2
2021,11,AP,178.92,141531.72,0.0,1011.63,2.1,30.34,22.44,29.19,28.35,23.92,22.34,4.87,2.4
2021,12,AP,119.28,94354.48,0.0,1011.35,2.1,30.11,22.91,29.04,28.16,23.94,22.39,4.57,2.61
2022,1,AP,162.52,118336.32,0.0,1011.26,2.1,29.68,23.1,28.89,27.97,23.96,22.44,4.25,2.7
2022,2,AP,162.52,118336.32,0.0,1011.93,2.1,28.49,23.05,28.75,27.78,23.98,22.5,3.96,2.44
2022,3,AP,162.52,118336.32,0.0,1012.69,2.1,27.2,22.98,28.6,27.6,24.0,22.55,3.66,2.05
2022,4,AP,243.78,177504.48,417.1,1009.2,2.1,26.4,25.1,22.7,26.05,25.5,19.3,4.15,5.8
2022,5,AP,650.08,473345.28,304.4,1010.72,2.1,26.32,25.6,23.1,25.91,26.2,20.7,3.96,5.5
2022,6,AP,1218.9,887522.4,277.2,1010.26,2.1,26.67,24.9,22.4,26.19,25.7,18.9,3.94,7.3
2022,7,AP,1625.2,1183363.2,249.0,1010.69,2.1,26.89,25.0,22.7,26.39,25.5,19.5,4.19,5.3
2022,8,AP,1625.2,1183363.2,70.4,1010.46,2.1,27.92,24.8,23.5,27.42,25.3,17.7,4.98,4.6
2022,9,AP,1218.9,887522.4,50.8,1009.88,2.1,28.56,24.6,23.5,28.06,25.0,13.7,6.04,4.7
2022,10,AP,650.08,473345.28,12.2,1008.72,2.1,28.93,25.4,24.2,28.44,26.0,18.1,6.37,5.2
2022,11,AP,243.78,177504.48,81.6,1008.58,2.1,27.89,24.8,23.1,27.39,26.2,15.9,5.12,5.0
2022,12,AP,162.52,118336.32,148.2,1008.59,2.1,26.65,25.4,21.7,26.21,25.9,19.1,4.85,5.1
2023,1,AP,432.7,309140.4,215.3,1009.81,2.1,26.08,25.1,22.3,25.65,25.8,19.0,4.67,5.0
2023,2,AP,432.7,309140.4,240.8,1009.66,2.1,25.85,24.7,22.4,25.47,26.9,20.2,4.42,5.4
2023,3,AP,432.7,309140.4,330.7,1009.99,2.1,26.01,25.4,22.6,25.58,26.1,20.1,4.58,5.0
2023,4,AP,649.05,463710.6,275.8,1009.24,2.1,26.77,25.6,22.6,26.34,26.2,18.4,4.31,4.2
2023,5,AP,1730.8,1236561.6,300.8,1010.08,2.1,27.2,25.9,23.5,26.79,26.6,21.0,4.2,4.8
2023,6,AP,3245.25,2318553.0,203.0,1011.2,2.1,27.45,25.5,23.7,26.97,26.3,15.1,4.26,5.3
2023,7,AP,4327.0,3091404.0,179.6,1011.57,2.1,27.77,25.3,23.7,27.27,26.4,17.0,4.96,5.6
2023,8,AP,4327.0,3091404.0,53.6,1010.56,2.1,28.75,25.6,23.3,28.26,25.7,13.8,5.47,4.7
2023,9,AP,3245.25,2318553.0,26.2,1009.81,2.1,29.17,25.0,24.2,28.68,25.4,18.5,6.23,7.2
2023,10,AP,1730.8,1236561.6,14.0,1008.77,2.1,29.42,25.8,24.4,28.91,26.0,17.1,6.45,5.4
2023,11,AP,649.05,463710.6,29.4,1008.38,2.1,29.41,25.1,24.6,28.93,25.9,15.4,6.35,5.1
2023,12,AP,432.7,309140.4,181.4,1008.49,2.1,28.18,26.8,24.4,27.72,27.1,18.8,5.39,7.1
2003,2,AL,142.12,39710.78,3.6,1003.09,14988.47,27.29,23.7,23.9,26.79,24.4,17.4,6.12,5.4
2003,3,AL,142.12,39710.78,130.4,1002.51,10902.72,26.59,24.3,22.4,26.1,25.0,15.7,4.78,7.3
2003,4,AL,213.18,59566.17,133.8,1003.14,10158.48,26.26,24.1,22.2,25.77,24.6,14.7,4.51,6.5
2003,5,AL,568.48,158843.12,205.7,1004.13,8654.04,25.32,24.0,20.4,24.84,24.3,17.3,4.45,5.9
2003,6,AL,1065.9,297830.85,254.4,1005.47,7222.25,23.81,23.1,19.5,23.34,23.8,16.3,4.22,5.8
2003,7,AL,1421.2,397107.8,243.6,1007.52,7570.73,23.51,22.5,18.2,23.0,22.7,14.9,5.05,6.9
2003,8,AL,1421.2,397107.8,168.6,1007.35,8590.31,23.47,23.3,19.3,22.97,23.5,14.7,4.58,6.0
2003,9,AL,1065.9,297830.85,148.8,1006.46,10064.84,24.14,22.3,19.8,23.63,23.0,15.0,5.46,7.0
2003,10,AL,568.48,158843.12,86.2,1004.59,11309.15,24.94,22.9,20.3,24.4,24.1,11.8,5.61,6.9
2003,11,AL,213.18,59566.17,76.4,1002.86,12284.35,25.76,23.3,21.5,25.25,23.9,14.4,5.82,6.9
2003,12,AL,142.12,39710.78,18.4,1003.09,12484.78,26.27,23.6,20.9,25.76,24.2,13.9,6.24,7.6
2004,1,AL,30.52,7877.56,273.6,1001.66,1345.48,25.86,24.1,22.5,25.43,24.6,17.7,5.35,7.2
2004,2,AL,30.52,7877.56,137.0,1002.85,1113.29,25.97,24.2,21.8,25.51,24.7,17.8,4.92,6.4
2004,3,AL,30.52,7877.56,166.6,1002.49,767.4,26.13,24.0,21.7,25.63,25.3,16.6,4.97,6.3
2004,4,AL,45.78,11816.34,149.0,1003.1,990.36,25.69,24.7,21.5,25.23,24.9,16.9,4.49,6.5
2004,5,AL,122.08,31510.24,195.4,1004.49,1162.54,25.08,24.0,20.6,24.62,24.4,17.0,4.33,5.5
2004,6,AL,228.9,59081.7,768.4,1007.27,1158.29,23.76,23.5,20.1,23.3,23.6,16.8,5.11,6.2
2004,7,AL,305.2,78775.6,333.7,1006.5,1041.28,23.3,25.9,18.4,22.55,27.1,15.5,5.29,6.3
2004,8,AL,305.2,78775.6,223.6,1007.81,722.45,23.63,26.7,17.1,22.73,27.7,15.4,4.72,6.0
2004,9,AL,228.9,59081.7,226.7,1006.55,915.89,24.6,27.3,18.1,23.63,29.3,14.0,5.47,6.1
2004,10,AL,122.08,31510.24,38.2,1004.3,842.51,25.99,28.0,19.0,24.79,29.6,16.7,5.77,7.4
2004,11,AL,45.78,11816.34,20.5,1003.14,832.34,27.42,28.0,19.7,26.11,31.1,17.0,6.42,7.9
2004,12,AL,30.52,7877.56,15.0,1002.74,1470.57,28.13,28.5,20.5,26.81,30.3,18.1,6.33,7.8
2005,1,AL,115.68,38558.66,16.8,1001.74,1475.56,28.8,29.5,20.6,27.59,30.6,16.9,6.38,8.4
2005,2,AL,115.68,38558.66,58.1,1001.67,1141.56,28.7,30.2,22.5,27.57,31.1,16.4,6.04,7.5
2005,3,AL,115.68,38558.66,80.6,1002.39,790.83,28.84,29.9,22.8,27.83,30.6,18.0,5.59,7.4
2005,4,AL,173.52,57837.99,145.5,1003.0,885.6,27.43,28.4,22.5,26.58,30.3,19.1,4.83,6.2
2005,5,AL,462.72,154234.64,376.0,1003.9,906.76,25.18,26.4,21.4,24.53,28.1,17.9,4.79,6.5
2005,6,AL,867.6,289189.95,326.8,1005.55,1149.55,24.54,24.0,21.0,24.06,24.1,16.3,5.33,6.3
2005,7,AL,1156.8,385586.6,184.4,1007.71,971.08,23.78,22.5,19.2,23.41,23.0,12.1,4.97,6.4
2005,8,AL,1156.8,385586.6,244.9,1007.36,1059.91,23.79,22.6,19.6,23.42,22.8,14.3,5.56,6.2
2005,9,AL,867.6,289189.95,55.8,1006.45,10318.07,24.32,22.4,19.9,23.94,22.8,15.5,5.29,6.8
2005,10,AL,462.72,154234.64,34.3,1005.04,12463.36,25.15,22.4,20.6,24.62,22.8,15.6,6.04,7.5
2005,11,AL,173.52,57837.99,14.0,1002.78,12528.9,25.99,22.6,21.1,25.46,22.9,14.9,6.76,8.2
2005,12,AL,115.68,38558.66,92.8,1001.86,12138.36,25.95,23.3,21.9,25.42,24.7,14.8,6.09,7.8
2006,1,AL,157.74,53007.16,64.6,1002.72,13090.39,26.06,23.1,21.5,25.54,23.5,13.9,5.44,6.3
2006,2,AL,157.74,53007.16,0.0,1001.48,20533.33,28.47,23.1,23.3,27.89,23.1,15.7,7.49,7.8
2006,3,AL,157.74,53007.16,99.8,1001.75,19832.07,28.71,24.1,23.4,28.1,24.3,12.0,7.41,7.5
2006,4,AL,236.61,79510.74,281.0,1001.63,9740.92,26.28,24.5,23.0,25.8,24.8,18.8,4.35,6.8
2006,5,AL,630.96,212028.64,391.6,1004.71,10483.59,25.45,24.1,21.9,24.78,24.2,16.5,4.31,5.3
2006,6,AL,1183.05,397553.7,98.3,1005.26,4455.54,24.39,23.0,19.9,24.1,23.4,16.8,4.94,5.5
2006,7,AL,1577.4,530071.6,0.0,1005.57,527.54,24.25,22.09,24.42,24.15,22.09,21.11,5.76,3.33
2006,8,AL,1577.4,530071.6,0.0,1005.92,996.66,24.48,21.55,24.81,24.38,21.55,20.41,7.3,3.99
2006,9,AL,1183.05,397553.7,135.2,1006.38,876.36,24.09,24.1,18.8,23.64,24.2,16.0,5.48,6.8
2006,10,AL,630.96,212028.64,70.2,1003.88,964.26,25.12,23.8,20.6,24.67,24.3,17.1,5.95,8.0
2006,11,AL,236.61,79510.74,58.0,1002.38,1019.62,25.72,24.6,20.3,25.24,24.7,17.6,6.64,8.4
2006,12,AL,157.74,53007.16,18.4,1003.13,1539.86,27.29,25.0,21.8,26.74,25.3,18.5,6.53,7.2
2007,1,AL,79.26,26130.46,0.0,1002.99,3128.32,30.8,21.95,30.94,30.0,22.58,21.43,7.64,4.41
2007,2,AL,79.26,26130.46,0.0,1003.25,3022.7,30.68,21.74,30.83,29.86,22.48,21.24,7.68,4.41
2007,3,AL,79.26,26130.46,0.0,1003.5,2917.07,30.55,21.55,30.7,29.73,22.39,21.02,7.73,4.42
2007,4,AL,118.89,39195.69,0.0,1003.76,2807.87,30.42,21.34,30.58,29.59,22.29,20.82,7.78,4.42
2007,5,AL,317.04,104521.84,0.0,1004.02,2698.66,30.29,21.13,30.45,29.45,22.2,20.6,7.83,4.43
2007,6,AL,594.45,195978.45,0.0,1004.28,2589.46,30.16,20.92,30.33,29.31,22.1,20.39,7.87,4.43
2007,7,AL,792.6,261304.6,0.0,1004.54,2480.25,30.03,20.72,30.2,29.17,22.0,20.18,7.92,4.43
2007,8,AL,792.6,261304.6,0.0,1004.8,2369.26,29.9,20.51,30.07,29.02,21.91,19.96,7.97,4.44
2007,9,AL,594.45,195978.45,0.0,1005.06,2260.05,29.77,20.3,29.95,28.88,21.81,19.75,8.02,4.44
2007,10,AL,317.04,104521.84,0.0,1005.32,2150.85,29.64,20.1,29.82,28.74,21.71,19.54,8.07,4.45
2007,11,AL,118.89,39195.69,0.0,1005.58,2041.64,29.51,19.88,29.7,28.6,21.62,19.33,8.12,4.45
2007,12,AL,79.26,26130.46,0.0,1005.84,1932.44,29.38,19.68,29.57,28.47,21.52,19.11,8.16,4.46
2008,1,AL,115.06,36972.52,0.0,1006.11,1821.44,29.25,19.47,29.44,28.32,21.42,18.9,8.21,4.46
2008,2,AL,115.06,36972.52,0.0,1006.36,1714.03,29.12,19.26,29.32,28.19,21.33,18.69,8.26,4.47
2008,3,AL,115.06,36972.52,0.0,1006.62,1606.61,28.99,19.06,29.2,28.05,21.23,18.48,8.31,4.47
2008,4,AL,172.59,55458.78,0.0,1006.88,1497.41,28.86,18.85,29.07,27.91,21.14,18.27,8.36,4.48
2008,5,AL,460.24,147890.08,0.0,1007.14,1388.2,28.73,18.65,28.95,27.77,21.04,18.06,8.4,4.48
2008,6,AL,862.95,277293.9,0.0,1007.4,1279.0,28.6,18.44,28.82,27.63,20.94,17.85,8.45,4.49
2008,7,AL,1150.6,369725.2,0.0,1007.66,1169.79,28.47,18.23,28.7,27.49,20.85,17.63,8.5,4.49
2008,8,AL,1150.6,369725.2,0.0,1007.93,1058.8,28.34,18.02,28.57,27.35,20.75,17.42,8.55,4.5
2008,9,AL,862.95,277293.9,10.2,1007.32,978.2,26.67,23.5,19.3,25.89,24.1,14.6,7.1,6.6
2008,10,AL,460.24,147890.08,63.8,1005.96,958.3,25.05,22.7,20.5,24.5,24.2,15.4,6.13,6.6
2008,11,AL,172.59,55458.78,14.2,1003.4,1088.3,25.93,23.5,20.7,25.37,24.0,14.8,6.61,7.6
2008,12,AL,115.06,36972.52,22.2,1002.52,1106.27,26.46,23.2,20.9,25.91,24.3,14.4,6.44,8.7
2009,1,AL,72.66,26759.82,30.8,1003.26,1053.16,26.73,24.0,21.0,26.21,24.4,12.3,6.14,8.2
2009,2,AL,72.66,26759.82,180.0,1002.56,949.49,26.3,24.1,22.2,25.81,24.6,16.0,5.34,6.8
2009,3,AL,72.66,26759.82,167.2,1001.9,1014.96,26.84,24.0,22.6,26.35,24.6,17.7,5.29,6.9
2009,4,AL,108.99,40139.73,187.2,1002.98,846.72,26.63,25.0,22.2,26.17,25.4,13.5,4.69,6.8
2009,5,AL,290.64,107039.28,652.8,1003.81,607.6,25.12,24.2,21.6,24.72,25.1,18.6,4.42,6.2
2009,6,AL,544.95,200698.65,319.8,1006.05,605.45,24.24,24.0,20.0,23.79,24.2,18.3,4.59,7.2
2009,7,AL,726.6,267598.2,229.4,1007.0,681.61,23.81,23.1,18.8,23.32,23.6,15.5,4.71,6.2
2009,8,AL,726.6,267598.2,286.8,1006.92,705.27,23.67,23.0,18.7,23.19,24.0,14.1,5.08,7.0
2009,9,AL,544.95,200698.65,89.6,1006.88,906.71,24.47,23.9,18.8,23.95,24.4,13.2,5.33,6.4
2009,10,AL,290.64,107039.28,15.4,1003.64,1092.31,25.78,23.8,20.6,25.23,24.2,14.0,6.5,8.4
2009,11,AL,108.99,40139.73,18.0,1003.59,1075.5,26.05,23.3,21.1,25.47,24.3,14.2,6.32,7.6
2009,12,AL,72.66,26759.82,31.2,1003.51,1046.42,26.71,24.4,21.9,26.2,25.3,16.4,6.11,8.2
